step,LV-hyper-dynamic-windkessel-000149 - wk/Q_Ao
2244001,-297.0395788844371
2246001,-297.007398538085
2248001,-296.9727649853837
2250001,-296.9386324664214
2252001,-296.905347847769
2254001,-296.8698268399095
2256001,-296.8352954242448
2258001,-296.8007306373011
2260001,-296.7675128958547
2262001,-296.7322433716646
2264001,-296.6953153883622
2266001,-296.6599663805169
2268001,-296.6236548343204
2270001,-296.5874575546934
2272001,-296.5517923954764
2274001,-296.5196667867787
2276001,-296.4872724948719
2278001,-296.4516081434709
2280001,-296.4139946056576
2282001,-296.3768010877743
2284001,-296.3425031362021
2286001,-296.3058734898993
2288001,-296.2728749842114
2290001,-296.2377073074407
2292001,-296.202699965562
2294001,-296.1647283007807
2296001,-296.1262851426483
2298001,-296.0884337814917
2300001,-296.0500469199445
2302001,-296.0132394528614
2304001,-295.9751729249405
2306001,-295.9378750477271
2308001,-295.9020760906839
2310001,-295.8642644874487
2312001,-295.8253002301348
2314001,-295.7861343325163
2316001,-295.7466501309369
2318001,-295.7095338114613
2320001,-295.6707961014615
2322001,-295.6311587593774
2324001,-295.5935236634843
2326001,-295.5705901621286
2328001,-295.5474008115999
2330001,-295.5074927839263
2332001,-295.4694531207025
2334001,-295.4320832742496
2336001,-295.3931110133112
2338001,-295.3535924721962
2340001,-295.3147898532649
2342001,-295.2745056447981
2344001,-295.2365318096639
2346001,-295.1979194673271
2348001,-295.1579316994923
2350001,-295.1174329542283
2352001,-295.0781276192771
2354001,-295.0403764138798
2356001,-295.0016656392052
2358001,-294.9621137496905
2360001,-294.9214765543928
2362001,-294.8822111613225
2364001,-294.841805302184
2366001,-294.8015913214874
2368001,-294.7606335868613
2370001,-294.7202627444057
2372001,-294.679198242207
2374001,-294.6389988010623
2376001,-294.5990742293958
2378001,-294.5595116010225
2380001,-294.5205425083941
2382001,-294.4791650420342
2384001,-294.4376587925746
2386001,-294.3975327754345
2388001,-294.3567683851711
2390001,-294.3152845567454
2392001,-294.274652704658
2394001,-294.2358168863279
2396001,-294.1957648744875
2398001,-294.156741713465
2400001,-294.1156881340845
2402001,-294.0752628148857
2404001,-294.0361364932897
2406001,-293.9963148459412
2408001,-293.9560837014454
2410001,-293.914175677088
2412001,-293.8723515162422
2414001,-293.8317416080594
2416001,-293.7920556932028
2418001,-293.7507098578607
2420001,-293.7099415727573
2422001,-293.6681364472093
2424001,-293.6258546671411
2426001,-293.584212964646
2428001,-293.5430429763386
2430001,-293.5013253090091
2432001,-293.4610071908139
2434001,-293.4199173218133
2436001,-293.3792151170422
2438001,-293.3382711272969
2440001,-293.2974309668168
2442001,-293.2569349643899
2444001,-293.2157312960726
2446001,-293.1758834667875
2448001,-293.1358476097756
2450001,-293.0964616395215
2452001,-293.0571465108045
2454001,-293.0165433579646
2456001,-292.9739964169897
2458001,-292.9317100539919
2460001,-292.8892251606641
2462001,-292.8477345827218
2464001,-292.8072464757037
2466001,-292.7663545825965
2468001,-292.7246120600557
2470001,-292.6832799355594
2472001,-292.6413492848923
2474001,-292.5994450747282
2476001,-292.5578326907186
2478001,-292.5165146780273
2480001,-292.4755425737402
2482001,-292.4329734558029
2484001,-292.3906150623878
2486001,-292.3481366781289
2488001,-292.3056553142089
2490001,-292.2642230798544
2492001,-292.2224531657491
2494001,-292.1801330837326
2496001,-292.1378577737954
2498001,-292.0954061026748
2500001,-292.053073216394
2502001,-292.0113781998168
2504001,-291.9689979329831
2506001,-291.9265187470188
2508001,-291.8842875005367
2510001,-291.8428167663478
2512001,-291.8010660800263
2514001,-291.7604850873801
2516001,-291.7234470599794
2518001,-291.6822258386986
2520001,-291.6413517508687
2522001,-291.5996386006725
2524001,-291.5584076386324
2526001,-291.5163365569384
2528001,-291.4763486999306
2530001,-291.4348711107806
2532001,-291.3927660704019
2534001,-291.3506042266789
2536001,-291.3096807404969
2538001,-291.2687168721817
2540001,-291.2271326425042
2542001,-291.185058935568
2544001,-291.1432207921649
2546001,-291.1018289857736
2548001,-291.0619047530361
2550001,-291.0211774835147
2552001,-290.9792864515026
2554001,-290.9376513939321
2556001,-290.8969136044703
2558001,-290.855835407271
2560001,-290.8160937667503
2562001,-290.7771283658889
2564001,-290.736807798524
2566001,-290.6955233166997
2568001,-290.6557506161533
2570001,-290.6145274242533
2572001,-290.5732465781341
2574001,-290.5319919749161
2576001,-290.4905059057228
2578001,-290.4490904290924
2580001,-290.4077109936054
2582001,-290.3670884520437
2584001,-290.3279928322888
2586001,-290.2884160105401
2588001,-290.2494595167582
2590001,-290.2107048790015
2592001,-290.1708816880699
2594001,-290.1326700863649
2596001,-290.0938233094053
2598001,-290.0554262927102
2600001,-290.0148025788241
2602001,-289.9788413195381
2604001,-289.9387943659804
2606001,-289.8995343846877
2608001,-289.8599964463955
2610001,-289.8197270187097
2612001,-289.7817438730499
2614001,-289.7419665044509
2616001,-289.702095979365
2618001,-289.6620332025179
2620001,-289.6219189531024
2622001,-289.5816093029424
2624001,-289.5432837152612
2626001,-289.5031211583898
2628001,-289.4630354578709
2630001,-289.4236981830289
2632001,-289.3847151765527
2634001,-289.3453753829789
2636001,-289.3068798007192
2638001,-289.2713993967533
2640001,-289.2348140834144
2642001,-289.1984963969207
2644001,-289.1594639218198
2646001,-289.1208110129639
2648001,-289.0824541312753
2650001,-289.0451141186645
2652001,-289.0058951291508
2654001,-288.9667032352605
2656001,-288.9299175795657
2658001,-288.8936704658107
2660001,-288.85703305356
2662001,-288.8195762706403
2664001,-288.7817058866204
2666001,-288.7436735463922
2668001,-288.7068544519167
2670001,-288.6690572155715
2672001,-288.6311331290869
2674001,-288.5942474530623
2676001,-288.556527687831
2678001,-288.521256332146
2680001,-288.4866352120241
2682001,-288.4493090224538
2684001,-288.4117183538848
2686001,-288.3753839892478
2688001,-288.338130021728
2690001,-288.3002001277646
2692001,-288.2630142322995
2694001,-288.227508799821
2696001,-288.1916798186523
2698001,-288.1543386713048
2700001,-288.1169919197646
2702001,-288.0798783661476
2704001,-288.042862142035
2706001,-288.0068201105956
2708001,-287.969945639972
2710001,-287.9342233836013
2712001,-287.897749545607
2714001,-287.8610453776531
2716001,-287.8251828081346
2718001,-287.789039059021
2720001,-287.754043932793
2722001,-287.7177832660038
2724001,-287.6826821799483
2726001,-287.6480309325302
2728001,-287.6121581893898
2730001,-287.5780376007242
2732001,-287.5423608543315
2734001,-287.5066235667845
2736001,-287.4709756247995
2738001,-287.4354344056229
2740001,-287.4000262267629
2742001,-287.3647411860247
2744001,-287.329836527519
2746001,-287.2952920174754
2748001,-287.2602796231405
2750001,-287.2254448233491
2752001,-287.1912768179641
2754001,-287.1569829623155
2756001,-287.1234070625661
2758001,-287.0903296748395
2760001,-287.0580177328463
2762001,-287.0242728447892
2764001,-286.9907550736173
2766001,-286.9571100789869
2768001,-286.9233383692205
2770001,-286.8908733334052
2772001,-286.8578009288569
2774001,-286.8241092902934
2776001,-286.7908409182718
2778001,-286.7576795127036
2780001,-286.7249882740452
2782001,-286.6920807105799
2784001,-286.6589723105761
2786001,-286.6262381021301
2788001,-286.5935432348721
2790001,-286.5614808904127
2792001,-286.5299348187733
2794001,-286.4986985308349
2796001,-286.4683398291135
2798001,-286.43673755262
2800001,-286.4047261371638
2802001,-286.3728232400575
2804001,-286.3409349413359
2806001,-286.3094408748168
2808001,-286.2788558986296
2810001,-286.2481276951456
2812001,-286.2186960913249
2814001,-286.1876098584304
2816001,-286.1569736110425
2818001,-286.1263175568496
2820001,-286.0958659586288
2822001,-286.0652831284938
2824001,-286.0349432859977
2826001,-286.0051788623252
2828001,-285.9758210047403
2830001,-285.9460088217958
2832001,-285.9163072280779
2834001,-285.8866254966586
2836001,-285.8597577172617
2838001,-285.8320689912119
2840001,-285.8036045733314
2842001,-285.7756070886097
2844001,-285.7480420897218
2846001,-285.7201921666075
2848001,-285.6916752130445
2850001,-285.6632488718702
2852001,-285.6360009050007
2854001,-285.6076811770691
2856001,-285.5801021069482
2858001,-285.5527190620677
2860001,-285.5252374938289
2862001,-285.4972094964126
2864001,-285.4701531326498
2866001,-285.4427253508618
2868001,-285.4151501594515
2870001,-285.3887923306786
2872001,-285.3619253782824
2874001,-285.3348300324399
2876001,-285.3085656046517
2878001,-285.283756473973
2880001,-285.2594175735135
2882001,-285.239734459708
2884001,-285.213295110367
2886001,-285.1872972537706
2888001,-285.1621523834069
2890001,-285.1364286480873
2892001,-285.110769991519
2894001,-285.0854225857802
2896001,-285.060528634915
2898001,-285.0350642682997
2900001,-285.0104821656885
2902001,-284.9864260359425
2904001,-284.9616152228407
2906001,-284.9384077647699
2908001,-284.9141781899789
2910001,-284.889700800619
2912001,-284.8666862257687
2914001,-284.8446311192276
2916001,-284.8210329987921
2918001,-284.7976790818052
2920001,-284.7752818480842
2922001,-284.7532735921732
2924001,-284.730374256128
2926001,-284.7075327062498
2928001,-284.6851854700105
2930001,-284.6621620750511
2932001,-284.6392915191132
2934001,-284.6179775937685
2936001,-284.5968257557274
2938001,-284.5744840414
2940001,-284.5523535852124
2942001,-284.5303674324384
2944001,-284.5093972067048
2946001,-284.488276529089
2948001,-284.4687842039662
2950001,-284.4482466883846
2952001,-284.4272585782903
2954001,-284.4065363797199
2956001,-284.3855570625919
2958001,-284.3647538533389
2960001,-284.3441110954359
2962001,-284.3237399568466
2964001,-284.3041893790144
2966001,-284.2848059401604
2968000,-284.265699251165
2970000,-284.2458879015908
2972000,-284.2262143599328
2974000,-284.206746553366
2976000,-284.1875824670126
2978000,-284.1683778801496
2980000,-284.1496551700118
2982000,-284.1307761649148
2984000,-284.1121248980016
2986000,-284.0936948229
2988000,-284.0758803097287
2990000,-284.0580273017679
2992000,-284.0403642370859
2994000,-284.0233334370623
2996000,-284.0084892801542
2998000,-283.9916709851309
3000000,-283.9745596315879
3002000,-283.9584051095301
3004000,-282.4476241374896
3006000,-280.4396373419138
3008000,-278.7338197452982
3010000,-276.172508186221
3012000,-273.4981638424472
3014000,-270.1854280297766
3016000,-266.2837900211912
3018000,-261.8792405984038
3020000,-256.4698519508113
3022000,-250.1687641223782
3024000,-242.3291644221592
3026000,-232.8264339297448
3028000,-221.8244505846201
3030000,-209.474168941739
3032000,-196.2693249544145
3034000,-181.8389370275497
3036000,-165.9952258856379
3038000,-148.8339844460995
3040000,-130.3406863068801
3042000,-110.4624522339748
3044000,-88.7905511461895
3046000,-65.3589650254105
3048000,-40.31287498079905
3050000,-13.61423698455155
3052000,14.57812975914408
3054000,44.17369513632252
3056000,72.24401335321318
3058000,99.5933355054035
3060000,127.7639264304753
3062000,155.0407575720669
3064000,182.7703495347066
3066000,210.2878269027997
3068000,237.620850926703
3070000,265.0426211585
3072000,291.6151248106758
3074000,317.5700516337088
3076000,341.6592450609812
3078000,363.1680779454882
3084000,413.1924116920516
3086000,426.1004474244601
3088000,436.9967896266758
3090000,446.1447097371263
3092000,453.6113154161114
3094000,459.4623383525231
3096000,462.9925619691733
3098000,464.3453303725664
3100000,463.7799448484259
3102000,461.3759212175239
3104000,457.6953442445131
3106000,453.0415503434426
3108000,447.6698727627593
3110000,441.6860910548337
3112000,435.0257768393817
3114000,427.806130211934
3116000,420.2189559985925
3118000,412.3563648701634
3120000,404.4026378834076
3122000,396.7894255944771
3124000,389.7670953227816
3126000,383.4300804038548
3128000,377.9988576614812
3130000,373.4935874328471
3132000,370.0260520119514
3134000,367.678367601485
3136000,366.5069765861517
3138000,366.5682303329731
3140000,367.8566147523554
3142000,370.4717541596381
3144000,374.4147746660076
3146000,379.6338329797777
3148000,386.1649675633316
3150000,393.8345158285017
3152000,402.571493523709
3154000,412.412632969108
3156000,423.245362359097
3158000,434.9162788967931
3160000,447.3923693140591
3162000,460.6112619748615
3164000,474.4784788297807
3166000,488.7513208873884
3168000,503.2274515042445
3170000,517.851606258688
3172000,532.3767474882857
3174000,546.5915248865372
3176000,560.4783549603098
3178000,574.1044545629848
3180000,587.2514967167319
3182000,599.8481480592233
3184000,612.0331954841163
3186000,623.5461139142018
3188000,634.3037090010029
3190000,644.1538773116662
3192000,653.0596502725672
3194000,660.9928527788611
3196000,667.8520214590833
3198000,673.8155628442399
3200000,678.9062992626071
3202000,683.1760981498292
3204000,686.7065444071585
3206000,689.394795555458
3208000,691.3930182037831
3210000,692.7487330481341
3212000,693.4348205371066
3214000,693.4802322570732
3216000,693.006864324559
3218000,692.1611789098137
3220000,690.969805937911
3222000,689.6304340109083
3224000,688.1665893065048
3226000,686.6844381554671
3228000,685.2554997227145
3230000,683.8579165067671
3232000,682.5807266378803
3234000,681.4851146732792
3236000,680.6471472583553
3238000,680.1739478997604
3244000,681.4089221558817
3246000,682.8740675241107
3248000,684.8173338544683
3250000,687.233873952735
3252000,690.1120044059184
3254000,693.4253849241401
3256000,697.286750534829
3258000,701.5509197177039
3260000,706.343978562316
3262000,711.6405306938134
3264000,717.183111306241
3266000,723.0881551207347
3268000,729.3150805223547
3270000,735.9559273627525
3272000,742.837615155949
3274000,749.754082359928
3276000,756.8627990747245
3278000,763.9879732535348
3280000,771.0339927137255
3282000,778.0650325653227
3284000,784.9496762754882
3286000,791.6828097877016
3288000,798.2447224305389
3290000,804.6381509567624
3292000,810.7481598311495
3294000,816.5192596300841
3296000,821.9070199862699
3298000,826.9152488337284
3300000,831.4778772731302
3302000,835.745787321116
3304000,839.7055512294571
3306000,843.3406275701572
3308000,846.5390224012737
3310000,849.3090824536864
3312000,851.6992777541788
3314000,853.725181833056
3316000,855.4819107020251
3318000,856.939735758786
3320000,858.1276574764019
3322000,859.011575731401
3324000,859.5812081231458
3326000,860.0743731396676
3328000,860.4464862725081
3330000,860.7803448440876
3332000,860.9021237195691
3334000,860.8706587801151
3336000,860.607663857067
3338000,860.5844274980257
3340000,860.4901941800591
3342000,860.5233796998846
3344000,860.8872174020377
3346000,861.5855313951926
3348000,862.4440945438749
3350000,863.3974889615104
3352000,864.5778540400073
3354000,866.0441075716818
3356000,867.649514369262
3358000,869.2591391706372
3360000,871.37303066676
3362000,873.821558274912
3364000,876.5212279045187
3366000,879.3140189842319
3368000,882.2862784244734
3370000,885.4899165176278
3372000,888.7580673837903
3374000,892.1258965853696
3376000,895.6106297390676
3378000,899.1242429397062
3380000,902.6808488029303
3382000,906.2569054506042
3384000,909.8695661769085
3386000,913.156383763507
3388000,916.5221210551522
3390000,919.8910033451568
3392000,923.0383651657803
3394000,926.1756320698566
3396000,929.1768932969546
3398000,932.0420164194587
3400000,934.7547478174079
3402000,937.290499732768
3404000,939.6540512386764
3406000,941.815206547858
3408000,943.7916613637753
3410000,945.6024560611098
3412000,947.1816411283385
3414000,948.5566183658989
3416000,949.6911612510672
3418000,950.7462301399272
3420000,951.6646175327992
3422000,952.3993164236089
3424000,953.0350407971611
3426000,953.5846088946442
3428000,953.8795621756435
3430000,954.1026086425575
3432000,954.362860041158
3434000,954.5735131699473
3436000,954.7648170557466
3438000,954.8832031312315
3440000,955.0339352202286
3442000,955.1977227668118
3444000,955.3063312019106
3446000,955.4184564279922
3448000,955.4727536603025
3450000,955.8234309301383
3452000,956.2601917008351
3454000,956.6600385252855
3456000,957.1293555668348
3458000,957.8109901492127
3460000,958.5536319915633
3462000,959.2746817603626
3464000,960.1107504261108
3466000,960.9195707528073
3468000,961.8399692006818
3470000,962.7333650094982
3472000,963.6883049225275
3474000,964.7769076637758
3476000,965.8181888820394
3478000,966.8091765856701
3480000,967.8297077303455
3482000,968.7768168912925
3484000,969.7527428757979
3486000,970.7132916024364
3488000,971.6708710794109
3490000,972.5485892484187
3492000,973.3931793934403
3494000,974.0437858179973
3496000,974.655207891999
3498000,975.189822680278
3500000,975.6430810089256
3502000,975.9854321590922
3504000,976.2051441656894
3506000,976.444236655567
3508000,976.5940949606744
3510000,976.6794787879007
3512000,976.6819230273427
3514000,976.5455475750429
3516000,976.3224743801402
3518000,976.030744294647
3520000,975.6604974222682
3522000,975.2380988103226
3524000,974.7738536897543
3526000,974.2695118269751
3528000,973.6875523224597
3530000,973.1055476312633
3532000,972.4320350703408
3534000,971.6303435359919
3536000,970.7926977078074
3538000,970.0172130854412
3540000,969.2310838153162
3542000,968.4237901865345
3544000,967.6095712567445
3546000,966.7485600707693
3548000,965.9078745229976
3550000,965.096614169596
3552000,964.2453131762352
3554000,963.3264445998435
3556000,962.3894623798179
3558000,961.5284996924345
3560000,960.6563327132989
3562000,959.7584975632145
3564000,958.8140403609202
3566000,957.8861819539952
3568000,956.9251843726079
3570000,955.9427050286473
3572000,954.9137175869049
3574000,953.8543300837432
3576000,952.8341671401819
3578000,951.7373287290098
3580000,950.5781477484021
3582000,949.4450906296237
3584000,948.3358181199009
3586000,947.2316908450296
3588000,946.0922812675676
3590000,944.9508942960705
3592000,943.7431475552671
3594000,942.4710103649403
3596000,941.2441392719018
3598000,939.9365409610994
3600000,938.6844505166181
3602000,937.3917422213651
3604000,936.0410631231986
3606000,934.6593984000862
3608000,933.2223911367521
3610000,931.7607592266341
3612000,930.2654079219508
3614000,928.7623608143036
3616000,927.2294470611087
3618000,925.6889996147066
3620000,924.1212266211107
3622000,922.4289498386185
3624000,920.770295271609
3626000,919.0912163818865
3628000,917.3381668527014
3630000,915.5482811799232
3632000,913.6717848614495
3634000,911.7880170452963
3636000,909.8895455240807
3638000,907.8742169026555
3640000,905.856836547585
3642000,903.7690099439999
3644000,901.6775199658866
3646000,899.5811753754168
3648000,897.43921848914
3650000,895.2995977330858
3652000,893.10432396843
3654000,890.8872479765506
3656000,888.6951744466387
3658000,886.4952405184567
3660000,884.3580017348529
3662000,882.1160614940737
3664000,879.9322732577508
3666000,877.7935193420205
3668000,875.6884626457406
3670000,873.5499230601818
3672000,871.3865768973506
3674000,869.2293054425448
3676000,867.0814567902596
3678000,864.9613438097248
3680000,862.8171323805134
3682000,860.6366281372857
3684000,858.4466448446193
3686000,856.27914479808
3688000,854.0812745042814
3690000,851.8874998767245
3692000,849.6873335718647
3694000,847.4707379012614
3696000,845.1868013472819
3698000,842.9221435260814
3700000,840.6511395138239
3702000,838.3395654109904
3704000,836.0043088075741
3706000,833.6507211741662
3708000,831.2554551628892
3710000,828.8165050481666
3712000,826.3664045767882
3714000,823.928359679087
3716000,821.4913635936227
3718000,819.061941718644
3720000,816.549205978987
3722000,814.0103331363235
3724000,811.5270099866478
3726000,809.0583400802842
3728000,806.5756118549672
3730000,804.093916194546
3732000,801.5933710670708
3734000,799.068977059676
3736000,796.5674745103968
3738000,794.0786421927726
3740000,791.5751039560348
3742000,789.0610394336761
3744000,786.5463747506141
3746000,784.0506536686576
3748000,781.5829295817878
3750000,779.1101541257461
3752000,776.6145707295635
3754000,774.1630808522615
3756000,771.675919291468
3758000,769.1967958947998
3760000,766.7413672734114
3762000,764.2870539794444
3764000,761.8104033707596
3766000,759.3025399813058
3768000,756.7968963427063
3770000,754.3013590589709
3772000,751.79011315889
3774000,749.2811717361292
3776000,746.7713157205225
3778000,744.2485250063413
3780000,741.736050527706
3782000,739.2488695064259
3784000,736.7241900299604
3786000,734.2127089035699
3788000,731.6558198926515
3790000,729.1207936991384
3792000,726.5955449353356
3794000,724.0604749063806
3796000,721.5157246358217
3798000,718.9684335809687
3800000,716.4505904766827
3802000,713.9111700348622
3804000,711.3793500409571
3806000,708.8721532058173
3808000,706.3332029616731
3810000,703.8261314072258
3812000,701.3311468661954
3814000,698.8547517401145
3816000,696.3595536859657
3818000,693.8717960528606
3820000,691.3568094113032
3822000,688.8663206007095
3824000,686.427678337509
3826000,683.9574964079986
3828000,681.5025377827766
3830000,679.0448291542361
3832000,676.6071009492691
3834000,674.176807373712
3836000,671.7127173083526
3838000,669.2907434271689
3840000,666.8496080347097
3842000,664.4221923592397
3844000,662.0012721710822
3846000,659.5686063646156
3848000,657.1523022012826
3850000,654.736074000084
3852000,652.3255873038636
3854000,649.8975993331868
3856000,647.4714410561688
3858000,645.0537654196609
3860000,642.6174907817739
3862000,640.1988669777126
3864000,637.7584777252565
3866000,635.3558441356455
3868000,632.9547764025278
3870000,630.5334932162054
3872000,628.1101089488317
3874000,625.7075441277493
3876000,623.3180439426889
3878000,620.9305222224515
3880000,618.5317939493018
3882000,616.1286374224773
3884000,613.7461913469622
3886000,611.3680348139638
3888000,609.0011238507742
3890000,606.6426140379377
3892000,604.2988678869676
3894000,601.9663444278933
3896000,599.6090870849002
3898000,597.256803609767
3900000,594.9464922979786
3902000,592.6269712512777
3904000,590.3149708061051
3906000,588.0027943428701
3908000,585.6648717738011
3910000,583.3624395749837
3912000,581.0604293112931
3914000,578.7661248526632
3916000,576.4512551172629
3922000,569.6389005625946
3924000,567.3806293550143
3926000,565.1287805776661
3928000,562.8961428348589
3930000,560.6691669617447
3932000,558.4258810480947
3934000,556.203109538842
3936000,553.989676639759
3938000,551.7870792206736
3940000,549.5915584981503
3942000,547.385870616921
3944000,545.1515223359138
3946000,542.9442903626835
3948000,540.7282958734783
3950000,538.5472642915801
3952000,536.3399313193185
3954000,534.1692699447265
3956000,531.9988112045593
3958000,529.8439027153279
3960000,527.6909962847043
3962000,525.499509939209
3964000,523.3508774630735
3966000,521.2016144180609
3968000,519.0519590544085
3970000,516.9228734787623
3972000,514.7707076951491
3974000,512.6461912902158
3976000,510.5378590987897
3978000,508.4405672402426
3980000,506.3373449189612
3982000,504.2498334832501
3984000,502.1756871890304
3986000,500.0692069700108
3988000,497.9995671972404
3990000,495.9329052035955
3992000,493.8420965168078
3994000,491.7969008904421
3996000,489.7583299628749
3998000,487.7168285230482
4000000,485.6786221254694
4002000,483.636582259912
4004000,481.5941377992772
4006000,479.5762694053707
4008000,477.5648488645601
4010000,475.5550007148557
4012000,473.5565460061508
4014000,471.5515641008494
4016000,469.5605859552288
4018000,467.5830078746657
4020000,465.5857896421267
4022000,463.611163776747
4024000,461.6590785202135
4026000,459.694006126341
4028000,457.7349357605698
4030000,455.7938870362932
4032000,453.8403275256186
4034000,451.9041484764585
4036000,449.9844377372497
4038000,448.0505657866729
4040000,446.1152953314595
4042000,444.194528096844
4044000,442.2802755554045
4046000,440.3842403487346
4048000,438.4889360790467
4050000,436.6032087654403
4052000,434.7203532879718
4054000,432.8293474510758
4056000,430.9394868718641
4058000,429.0731629824407
4060000,427.2223353066451
4062000,425.3723724501413
4064000,423.5103656705164
4066000,421.672470617338
4068000,419.8434713810428
4070000,418.020856123178
4072000,416.1816665076046
4074000,414.3713008987149
4076000,412.5649830757538
4078000,410.7649253873547
4080000,408.9750072719056
4082000,407.1831450462682
4084000,405.3883976529349
4086000,403.5849830469473
4088000,401.8094766813718
4090000,400.0468445118699
4092000,398.2980069751463
4094000,396.5469277930467
4096000,394.777618081612
4098000,393.0352314773344
4100000,391.3059807908326
4102000,389.5750323399838
4104000,387.848480895876
4106000,386.1163197201378
4108000,384.4032722114221
4110000,382.6410209275721
4112000,380.9276268987105
4114000,379.2379195183671
4116000,377.5492186615281
4118000,375.8608644469064
4120000,374.1747753065283
4122000,372.5084029776937
4124000,370.8533739504105
4126000,369.1882299538207
4128000,367.5129515134401
4130000,365.8602059244487
4132000,364.2324791982787
4134000,362.5837780783314
4136000,360.9439163401262
4138000,359.3365686150918
4140000,357.7195285170376
4142000,356.124681597727
4144000,354.532713740916
4146000,352.9451110030024
4148000,351.3609071211121
4150000,349.7695194310424
4152000,348.1873219754306
4154000,346.605438338301
4156000,345.0400764165806
4158000,343.4827952193942
4160000,341.9253900905517
4162000,340.3851343033892
4164000,338.8261246257684
4166000,337.2932964609987
4168000,335.7664408924066
4170000,334.2275400106587
4172000,332.705661103283
4174000,331.1832175161555
4176000,329.6825914960522
4178000,328.1813358038477
4180000,326.6772706733789
4182000,325.1784764569621
4184000,323.6870636096256
4186000,322.2011397853564
4188000,320.7374580887645
4190000,319.2718501789571
4192000,317.7945982964303
4194000,316.345213190985
4196000,314.8959143818431
4198000,313.4480610026102
4200000,311.9806873524666
4202000,310.5323176795594
4204000,309.1070220579439
4206000,307.6967173963041
4208000,306.28976358134
4210000,304.8841558162252
4212000,303.4821864034143
4214000,302.0926540808944
4216000,300.7070953053059
4218000,299.3190644702182
4220000,297.9514836085073
4222000,296.5760957820507
4224000,295.2130656356999
4226000,293.862300497203
4228000,292.4978453995664
4230000,291.1569688466997
4232000,289.8240127925078
4234000,288.4801734223785
4236000,287.1438448203989
4238000,285.8196820811187
4240000,284.4976544471223
4242000,283.1647199356269
4244000,281.8575916811028
4246000,280.5538380856376
4248000,279.2442472709666
4250000,277.9596122066152
4252000,276.6677716243748
4254000,275.3819934292423
4256000,274.1072336754868
4258000,272.8319717177641
4260000,271.5680219873562
4262000,270.3002930341469
4264000,269.0411927814651
4266000,267.7963524024207
4268000,266.543483868773
4270000,265.2993615980392
4272000,264.0631259568593
4274000,262.8357150211613
4276000,261.6079984056441
4278000,260.3533962770399
4280000,259.1206941094271
4282000,257.9059562778241
4284000,256.7039107168867
4286000,255.5097333662459
4288000,254.3059430218975
4290000,253.1097401663729
4292000,251.9224186295688
4294000,250.7354165840425
4296000,249.554205417617
4298000,248.3876690320486
4300000,247.2189616944576
4302000,246.0447518027564
4304000,244.8856492433649
4306000,243.7379259210104
4308000,242.59326070311
4310000,241.447268696362
4312000,240.3072199865619
4314000,239.1770982275432
4316000,238.0418295973641
4318000,236.9144284113034
4320000,235.7900478489938
4322000,234.6719818880061
4324000,233.568096953789
4326000,232.4536863967808
4328000,231.3518454081986
4330000,230.2551677460229
4332000,229.157034662002
4334000,228.0718900135525
4336000,226.9867371808942
4338000,225.9065374768809
4340000,224.8209689470215
4342000,223.7462090075226
4344000,222.6831934580531
4346000,221.6205807862437
4348000,220.5670139474947
4350000,219.5108239429544
4352000,218.4585544967277
4354000,217.4089182998884
4356000,216.363865531406
4358000,215.3277118884134
4360000,214.2972440024238
4362000,213.2690125481318
4364000,212.2314440822137
4366000,211.2037007190892
4368000,210.1711043173893
4370000,209.1482165228697
4372000,208.1460509970512
4374000,207.1353572286938
4376000,206.1220763372873
4378000,205.1260699115787
4380000,204.1272843729658
4382000,203.1364714013151
4384000,202.1529014656309
4386000,201.1653242472988
4388000,200.1838284614266
4390000,199.2057229170641
4392000,198.2339492070295
4394000,197.2652975745603
4396000,196.3014504189431
4398000,195.3412836021684
4400000,194.3847726975534
4402000,193.4292061520537
4404000,192.4709936378477
4406000,191.5228788625356
4408000,190.5537907349597
4410000,189.6098695735304
4412000,188.6700312370593
4414000,187.737142670521
4416000,186.8050322419634
4418000,185.8803205558246
4420000,184.9590341706886
4422000,184.0407944007083
4424000,183.1240780945009
4426000,182.2101628982153
4428000,181.2996795842281
4430000,180.3935593832051
4432000,179.4958471249686
4434000,178.5960342381898
4436000,177.6992019338053
4438000,176.8076105711458
4440000,175.9182702098983
4442000,175.0261428142608
4444000,174.118924399238
4446000,173.2456899486579
4448000,172.3651237001178
4450000,171.492951480019
4452000,170.6283804642439
4454000,169.7589924050646
4456000,168.8975033152218
4458000,168.0299804754171
4460000,167.1758284784275
4462000,166.3223098013233
4464000,165.4604522382286
4466000,164.6092901352247
4468000,163.7628674588143
4470000,162.9239873152599
4472000,162.0907595014387
4474000,161.2581678474712
4476000,160.4207019634885
4478000,159.5910193545436
4480000,158.7694327434264
4482000,157.9539185899748
4484000,157.1365528517177
4486000,156.31368837834
4488000,155.4978107672866
4490000,154.6795435544723
4492000,153.8710401023735
4494000,153.067341039872
4496000,152.2656545574108
4498000,151.4628921987438
4500000,150.6553938665078
4502000,149.8607395079432
4504000,149.0673380449792
4506000,148.2812649258136
4508000,147.4985764383518
4510000,146.7132733502297
4512000,145.9337133188754
4514000,145.1509697175268
4516000,144.3733565631788
4518000,143.6051802534877
4520000,142.8371455854816
4522000,142.0679369102729
4524000,141.3022204641834
4526000,140.54080671702
4528000,139.7810316818138
4530000,139.022964296025
4532000,138.2703823042064
4534000,137.5195717047006
