step,LV-hyper-dynamic-windkessel-000149 - wk/Q_Ao
498000,-246.7151560732006
500000,-246.8654785527846
502000,-247.0131145167898
504000,-247.150113982002
506000,-247.2821890129495
508000,-247.4183925529871
510000,-247.5523066374663
512000,-247.6816512859514
514000,-247.8120176145637
516000,-247.9458741158425
518000,-248.0875779485459
520000,-248.2173780639485
522000,-248.3489416552587
524000,-248.4898740144814
526000,-248.6257007827675
528000,-248.7499471350674
530000,-248.8841218194793
532000,-249.0227645241205
534000,-249.1491035967641
536000,-249.2718291279772
538000,-249.4019236214839
540000,-249.5366065056004
542000,-249.6688880963305
544000,-249.7904889869673
546000,-249.9244496688746
548000,-250.0594136459711
550000,-250.1899197044466
552000,-250.3182706340468
554000,-250.4528199322564
556000,-250.5791327658358
558000,-250.7077691005932
560000,-250.8347987840054
562000,-250.9583867304954
564000,-251.0827959582684
566000,-251.2034902660432
568000,-251.3216510385874
570000,-251.4517833964192
572000,-251.5690127455983
574000,-251.6871727576486
576000,-251.8152290230091
578000,-251.9521611317188
580000,-252.0798824848924
582000,-252.2002806142964
584000,-252.3212938337238
586000,-252.4393766384847
588000,-252.5700321377755
590000,-252.6991897818576
592000,-252.8184844857861
594000,-252.9364747844198
596000,-253.0697067355092
598000,-253.1980621714425
600000,-253.3164268833232
602000,-253.4470729193572
604000,-253.5699257465041
606000,-253.6918022811818
608000,-253.8146834793054
610000,-253.9431176071716
612000,-254.0660034464537
614000,-254.1934024965542
616000,-254.3260375209044
618000,-254.4442197866914
620000,-254.5675572293149
622000,-254.6946631831304
624000,-254.8259389378771
626000,-254.9533485407451
628000,-255.0789009467636
630000,-255.1991410424037
632000,-255.3175758460569
634000,-255.4415656167919
636000,-255.5778990992152
638000,-255.6986425533836
640000,-255.8233982327351
642000,-255.945099432715
644000,-256.066375823778
646000,-256.1958129031439
648000,-256.3202347035798
650000,-256.4563773387363
652000,-256.5816366268336
654000,-256.7021875464803
656000,-256.8209673569299
658000,-256.9589390186167
660000,-257.083626022947
662000,-257.2031601815894
664000,-257.3306802108988
666000,-257.4821909938407
668000,-257.6054262974736
670000,-257.7428876868026
672000,-257.8649398358124
674000,-257.9871485939833
676000,-258.1129287375461
678000,-258.2417123228709
680000,-258.3735877384186
682000,-258.5024206136666
684000,-258.6245275865195
686000,-258.745498241808
688000,-258.8782909146659
690000,-259.0111286041008
692000,-259.1302587470778
694000,-259.2555849859224
696000,-259.3844709223703
698000,-259.5115826397176
700000,-259.6338440464052
702000,-259.7604781576024
704000,-259.8852434284282
706000,-260.0142069031364
708000,-260.1353889262725
710000,-260.2590810636229
712000,-260.385547467763
714001,-260.5102775859081
716001,-260.6312707740699
718001,-260.7557528320115
720001,-260.8824407478494
722001,-261.0095521036015
724001,-261.1311806639804
726001,-261.2537420402816
728001,-261.3823514810321
730001,-261.5079937869069
732001,-261.6303155878796
734001,-261.7571598695179
736001,-261.8842777856401
738001,-262.0168274992807
740001,-262.137644555267
742001,-262.2570845689154
744001,-262.3796391574729
746001,-262.4987145613744
748001,-262.621099568392
750001,-262.7411835740645
752001,-262.8770853712581
754001,-263.0061373478298
756001,-263.1298207518284
758001,-263.2531796936632
760001,-263.3785315589421
762001,-263.5042209765714
764001,-263.633131712524
766001,-263.7606874345266
768001,-263.8834710828775
770001,-264.0164925274746
772001,-264.1481201790441
774001,-264.2725997343831
776001,-264.3910416703221
778001,-264.5105270534032
780001,-264.6351069093811
782001,-264.7550248827457
784001,-264.8741118679254
786001,-264.9985847894243
788001,-265.1205488980679
790001,-265.241778947285
792001,-265.3591458666682
794001,-265.4906646108657
796001,-265.6144687860973
798001,-265.7413135167275
800001,-265.8734478390556
802001,-265.9992830837155
804001,-266.1145006487686
806001,-266.2392141075998
808001,-266.3606459150714
810001,-266.4799860777123
812001,-266.6032697043619
814001,-266.7199811811116
816001,-266.83491154877
818001,-266.9557086596797
820001,-267.0769282848084
822001,-267.1991966533227
824001,-267.3163531354561
826001,-267.4343709065141
828001,-267.5496667978194
830001,-267.6702290543176
832001,-267.7901352562628
834001,-267.9090129087314
836001,-268.0371803278092
838001,-268.1532170976908
840001,-268.2734918363394
842001,-268.4202576516981
844001,-268.540288781125
846001,-268.6530688625055
848001,-268.7695469906259
850001,-268.8838802214377
852001,-268.9992426566334
854001,-269.1163453489054
856001,-269.2394220433414
858001,-269.3569316152633
860001,-269.4725991612756
862001,-269.5900332452794
864001,-269.7104470593814
866001,-269.8335474279645
868001,-269.9493840608369
870001,-270.0625994274475
872001,-270.1764749001256
874001,-270.2954535956081
876001,-270.4168058879475
878001,-270.543628156048
880001,-270.6566046207115
882001,-270.7676608909537
884001,-270.8849473303587
886001,-271.0043433170028
888001,-271.1204474375961
890001,-271.2366924573217
892001,-271.3582988585728
894001,-271.4778168618182
896001,-271.5910417870759
898001,-271.704219439286
900001,-271.8184983781669
902001,-271.9314087867275
904001,-272.0400231996223
906001,-272.1489368710195
908001,-272.2581547855896
910001,-272.3668424834358
912001,-272.4760324490916
914001,-272.5890866091873
916001,-272.7012880183111
918001,-272.8108730806866
920001,-272.9232959754313
922001,-273.0374053305695
924001,-273.1464772625003
926001,-273.2635569944364
928001,-273.3712922252352
930001,-273.484247795821
932001,-273.5986003629876
934001,-273.7073899740494
936001,-273.8206872322735
938001,-273.930483527991
940001,-274.0365498277697
942001,-274.1436918013562
944001,-274.2549569437358
946001,-274.3625836902197
948001,-274.4702183985481
950001,-274.5868020789999
952001,-274.6947288440538
954001,-274.7997151166004
956001,-274.9090075806748
958001,-275.0166227012585
960001,-275.1288486197723
962001,-275.238351119711
964001,-275.3460579057077
966001,-275.4517746803486
968001,-275.5597441482394
970001,-275.6651320993342
972001,-275.769509065924
974001,-275.8754881892855
976001,-275.9803059814914
978001,-276.0821256941881
980001,-276.184661258938
982001,-276.2924612819262
984001,-276.3969618229112
986001,-276.5045407969779
988001,-276.6110007261346
990001,-276.7140122526968
992001,-276.8214506683364
994001,-276.9258415508347
996001,-277.0318128757054
998001,-277.1335626254512
1000001,-277.2394368349751
1002001,-277.3441255963149
1004001,-277.444057042544
1006001,-277.5501655079182
1008001,-277.6576576403755
1010001,-277.7587438532692
1012001,-277.8628629966562
1014001,-277.9804074812375
1016001,-278.0896648584275
1018001,-278.194885059051
1020001,-278.2989589361051
1022001,-278.4063253306357
1024001,-278.5094570874236
1026001,-278.6067254083946
1028001,-278.7050422669068
1030001,-278.8082989156493
1032001,-278.9058512357911
1034001,-279.002585503676
1036001,-279.1027670921409
1038001,-279.2042650823134
1040001,-279.3072542272768
1042001,-279.4079482143985
1044001,-279.5034262323526
1046001,-279.6038260621003
1048001,-279.7012504315433
1050001,-279.8041169208432
1052001,-279.9051977989819
1054001,-280.0032465759017
1056001,-280.0994470230478
1058001,-280.1982436270833
1060001,-280.2916665363142
1062001,-280.3869444789342
1064001,-280.4808437917927
1066001,-280.573835501059
1068001,-280.6679008256907
1070001,-280.7640643514731
1072001,-280.85907446048
1074001,-280.9518216572116
1076001,-281.0460196211295
1078001,-281.1412188695783
1080001,-281.2335151178758
1082001,-281.3272787363985
1084001,-281.4277739010862
1086001,-281.5303922570678
1088001,-281.625855401515
1090001,-281.7268232708159
1092001,-281.8197046916282
1094001,-281.9094221197815
1096001,-282.0060760475229
1098001,-282.0969901864601
1100001,-282.1871039805046
1102001,-282.2771243100419
1104001,-282.3672114333675
1106001,-282.4583619084109
1108001,-282.5477866045389
1110001,-282.64378131027
1112001,-282.7544033804941
1114001,-282.8442898990602
1116001,-282.934948437088
1118001,-283.0216890733084
1120001,-283.1095647322002
1122001,-283.1976779428658
1124001,-283.2833743741503
1126001,-283.3724049307307
1128001,-283.4672472125277
1130001,-283.5618535718254
1132001,-283.6554938361502
1134001,-283.7409281691095
1136001,-283.8283354726912
1138001,-283.9203125385126
1140001,-284.0087828278826
1142001,-284.0965071229107
1144001,-284.1822478818301
1146001,-284.2689694145406
1148001,-284.3539757530777
1150001,-284.4399284109045
1152001,-284.5271269568883
1154001,-284.6162471559666
1156001,-284.7026991257451
1158001,-284.7857735632431
1160001,-284.8701970792433
1162001,-284.9590508865418
1164001,-285.0489493074093
1166001,-285.1329152362325
1168001,-285.2165518853411
1170001,-285.3057319331498
1172001,-285.3884123145889
1174001,-285.4717341601543
1176001,-285.5553478928385
1178001,-285.6364024427194
1180001,-285.7176620657498
1182001,-285.7983957621002
1184001,-285.8812553346723
1186001,-285.9670866888564
1188001,-286.0548330729529
1190001,-286.136954376417
1192001,-286.2176551675333
1194001,-286.3016580428734
1196001,-286.3844116332359
1198001,-286.4626719370733
1200001,-286.5433329381517
1202001,-286.62260553034
1204001,-286.7004509344184
1206001,-286.7838237833809
1208001,-286.8678710188988
1210001,-286.9496626879453
1212001,-287.0302153549886
1214001,-287.1083667829311
1216001,-287.1862703353401
1218001,-287.2651530816484
1220001,-287.3429429524066
1222001,-287.4199459198934
1224001,-287.4965429745657
1226001,-287.5718864929411
1228001,-287.6481972641898
1230001,-287.7304170630168
1232001,-287.8100367095016
1234001,-287.8883141908517
1236001,-287.9643337312388
1238001,-288.0405133431907
1240001,-288.1211881138057
1242001,-288.1971089217927
1244001,-288.2720790260151
1246001,-288.3485522177409
1248001,-288.4308703021787
1250001,-288.5067334750602
1252001,-288.5825508590045
1254001,-288.6555939604563
1256001,-288.727716006747
1258001,-288.802427120558
1260001,-288.8754147972605
1262001,-288.9473210725413
1264001,-289.0218309851633
1266001,-289.0922628469639
1268001,-289.1687438754076
1270001,-289.2428283031734
1272001,-289.3130475231942
1274001,-289.3849148378536
1276001,-289.4572208954571
1278001,-289.5267492682763
1280001,-289.6054644111246
1282001,-289.6797565792042
1284001,-289.7505334702544
1286001,-289.8211904589942
1288001,-289.8902074952758
1290001,-289.9587035275886
1292001,-290.0287184813521
1294001,-290.1014290617354
1296001,-290.1738128774412
1298001,-290.2429328902656
1300001,-290.3169994250732
1302001,-290.3862637813148
1304001,-290.4593010883616
1306001,-290.5270396604465
1308001,-290.6060404644961
1310001,-290.6730105438982
1312001,-290.7458573153576
1314001,-290.8230353043706
1316001,-290.8940536232762
1318001,-290.9732860752001
1320001,-291.0469642364433
1322001,-291.1133652315812
1324001,-291.1808947069972
1326001,-291.2534436327974
1328001,-291.320959767063
1330001,-291.3878381721702
1332001,-291.4587078845443
1334001,-291.5257576108843
1336001,-291.5967852769796
1338001,-291.6677354125596
1340001,-291.7360447055017
1342001,-291.7993972116761
1344001,-291.867219425157
1346001,-291.9332325748059
1348001,-291.9981867594146
1350001,-292.0633301680198
1352001,-292.1273878539665
1354001,-292.1953638347219
1356001,-292.2592277394642
1358001,-292.320396854393
1360001,-292.3861934424821
1362001,-292.4495619762979
1364001,-292.5134053236889
1366001,-292.578751804129
1368001,-292.6472255010282
1370001,-292.7115510093614
1372001,-292.7729806608426
1374001,-292.8340193844292
1376001,-292.8931107638277
1378001,-292.9527454716663
1380001,-293.0174244511363
1382001,-293.0771742454397
1384001,-293.1357217596542
1386001,-293.1939472104261
1388001,-293.2551720892462
1390001,-293.3175966494872
1392001,-293.3757704885664
1394001,-293.4352395487139
1396001,-293.4956317933057
1398001,-293.5587549512775
1400001,-293.6202822457545
1402001,-293.6815459758435
1404001,-293.7410235498561
1406001,-293.8000440624933
1408001,-293.8580221403697
1410001,-293.91557614737
1412001,-293.9742434370629
1414001,-294.0315011567662
1416001,-294.0905695834317
1418001,-294.1471733493017
1420001,-294.2045397971071
1422001,-294.2645710771075
1424001,-294.3193091105911
1426001,-294.3755149811977
1428001,-294.4288511003634
1430001,-294.4838610824974
1432001,-294.5427880023033
1434001,-294.5976249639415
1436001,-294.6527022631074
1438001,-294.7068813718801
1440001,-294.7589529600236
1442001,-294.8120092512596
1444001,-294.8669428968032
1446001,-294.9242272896413
1448001,-294.9770662565498
1450001,-295.0283813403587
1452001,-295.0787967295554
1454001,-295.1290337271217
1456001,-295.1786261812117
1458001,-295.2304127816063
1460001,-295.2825518583069
1462001,-295.3312052252954
1464001,-295.3855390606464
1466001,-295.4398035853245
1468001,-295.489609322388
1470001,-295.5382984663402
1472001,-295.5861078514488
1474001,-295.6346418447708
1476001,-295.6821127604314
1478001,-295.7324523057991
1480001,-295.7845853853058
1482001,-295.8378754093616
1484001,-295.8887727591986
1486001,-295.9415780097174
1488001,-295.9977727487484
1490001,-296.0470886223732
1492001,-296.0939175633825
1494001,-296.1393294371817
1496001,-296.1864964337479
1498001,-296.232171478934
1500001,-296.2764315946487
1502001,-296.3249854530403
1504001,-296.3748684419443
1506001,-296.4189342816326
1508001,-296.4716005465817
1510001,-296.5195371688623
1512001,-296.5633328670236
1514001,-296.6084821922976
1516001,-296.6522675179561
1518001,-296.6956359227879
1520001,-296.7416400343836
1522001,-296.7839614363044
1524001,-296.8254639351642
1526001,-296.8677280247789
1528001,-296.9125095017233
1530001,-296.9544313957329
1532001,-296.9959138633982
1534001,-297.0382947173533
1536001,-297.0837089856104
1538001,-297.128638343338
1540001,-297.171783516248
1542001,-297.2157664792974
1544001,-297.2552544846963
1546001,-297.2960043955197
1548001,-297.3376281305207
1550001,-297.3757344639694
1552001,-297.4158315188902
1554001,-297.4573044247109
1556001,-297.4961732940784
1558001,-297.5342848470319
1560001,-297.5715677586521
1562001,-297.6082938899793
1564001,-297.6464888455865
1566001,-297.683088131464
1568001,-297.7205588688037
1570001,-297.7592285289887
1572001,-297.796021879293
1574001,-297.8349014339443
1576001,-297.8719691765264
1578001,-297.9089182326078
1580001,-297.9450331213229
1582001,-297.9800735693061
1584001,-298.0200061686844
1586001,-298.0573393630692
1588001,-298.0926745217261
1590001,-298.129492140049
1592001,-298.1651534059182
1594001,-298.2034390601029
1596001,-298.2364788984171
1598001,-298.2690762856777
1600001,-298.3030932043818
1606001,-298.413931049808
1608001,-298.446719150931
1610001,-298.4805492444309
1612001,-298.5124726227895
1614001,-298.5473103061764
1616001,-298.5769130988558
1618001,-298.6077050871927
1620001,-298.6406686996901
1622001,-298.6725439601656
1624001,-298.7095122771422
1626001,-298.7398965252197
1628001,-298.7705793748319
1630001,-298.8015899901342
1632001,-298.834596717299
1634001,-298.8670050216768
1636001,-298.8965460812665
1638001,-298.9282554553085
1640001,-298.9567123506021
1642001,-298.9864615872051
1644001,-299.0126558409401
1646001,-299.0412647028506
1648001,-299.071182081363
1650001,-299.0971872437598
1652001,-299.1257115048995
1654001,-299.1528280946909
1656001,-299.1827956513049
1658001,-299.2132041032391
1660001,-299.239056024021
1662001,-299.2635042300407
1664001,-299.2886773976977
1666001,-299.3150844528714
1668001,-299.3406459895454
1670001,-299.3710204885502
1672001,-299.3988800115233
1674001,-299.4231424026594
1676001,-299.4463731003094
1678001,-299.4689087753954
1680001,-299.4948264677078
1682001,-299.5204843978172
1684001,-299.5438327130984
1686001,-299.56633690069623
1688001,-299.5925424193047
1690001,-299.620835994574
1692001,-299.6447938780022
1694001,-299.6693163011344
1696001,-299.700955805875
1698001,-299.7318813637406
1700001,-299.7528198827837
1702001,-299.7771072742239
1704001,-299.8018480617759
1706001,-299.8237156596417
1708001,-299.844386557595
1710001,-299.8630227538968
1712001,-299.8852733399104
1714001,-299.9036231920371
1716001,-299.9220954082205
1718001,-299.93884247979
1720001,-299.9553314723613
1722001,-299.9731869299893
1724001,-299.9899029720865
1726001,-300.0094089641436
1728001,-300.0271616550521
1730001,-300.0440863186071
1732001,-300.0622219745708
1734001,-300.07831401619
1736001,-300.0940295434162
1738001,-300.1097904596861
1740001,-300.126585356395
1742001,-300.1419754956203
1744001,-300.1565035074805
1746001,-300.1710961117254
1748001,-300.1871837708592
1750001,-300.2022973439722
1752001,-300.217160212739
1754001,-300.2315691792035
1756001,-300.2470272979707
1758001,-300.2621293328644
1760001,-300.2771401138205
1762001,-300.2887158949363
1764001,-300.2999399251394
1766001,-300.3110825137156
1768001,-300.3242706243725
1770001,-300.336322352095
1772001,-300.347592233976
1774001,-300.3587734765745
1776001,-300.3710278296978
1778001,-300.3861565377264
1780001,-300.3958308769938
1782001,-300.4054323247374
1784001,-300.4166775887285
1786001,-300.4255315289583
1788001,-300.434245384551
1790001,-300.4447764100604
1792001,-300.4525706914762
1794001,-300.4605852333952
1796001,-300.4739469809437
1798001,-300.4834127332145
1800001,-300.4941368278935
1802001,-300.5037745646888
1804001,-300.5122502169399
1806001,-300.5196502699903
1808001,-300.5255390387873
1810001,-300.5307495210019
1812001,-300.5373577382642
1814001,-300.5461841589607
1816001,-300.551746007045
1818001,-300.5563907341724
1820001,-300.5645671502322
1822001,-300.5702922829556
1824001,-300.574922331478
1826001,-300.5786611792871
1828001,-300.5828011570344
1830001,-300.5860797875215
1832001,-300.589326076377
1834001,-300.5913943994187
1836001,-300.5946259407466
1838001,-300.5970390830015
1840001,-300.5985068523387
1842001,-300.6001147399218
1844001,-300.6012502262223
1846001,-300.6030943349458
1848001,-300.606711000313
1850001,-300.6077597128609
1852001,-300.6080185059545
1854001,-300.6097157151544
1856001,-300.6097563698518
1858001,-300.6097920200546
1860001,-300.6100783790089
1862001,-300.6104007893384
1864001,-300.6106536563635
1866001,-300.6103309773067
1868001,-300.6090721314081
1870001,-300.6081148343043
1872001,-300.6088720744771
1874001,-300.6083564908124
1876001,-300.6152341934154
1878001,-300.6137219347238
1880001,-300.6117392344976
1882001,-300.6084018722532
1884001,-300.6066601489721
1886001,-300.6047427182779
1888001,-300.6050537032934
1890001,-300.6090537260775
1892001,-300.6078641268317
1894001,-300.6032990899143
1896001,-300.6024396818674
1898001,-300.5978702785939
1900001,-300.5924674046412
1902001,-300.5917732501473
1904001,-300.5881960912404
1906001,-300.5818352561818
1908001,-300.5765736588728
1910001,-300.5723438342756
1912001,-300.5667746774776
1914001,-300.5610901579558
1916001,-300.5576351355188
1918001,-300.5562756590052
1920001,-300.553869072715
1922001,-300.5466774472865
1924001,-300.5394098329361
1926001,-300.5324086527139
1928001,-300.5243917637301
1930001,-300.5157684148685
1932001,-300.5078242668446
1934001,-300.4987670190218
1936001,-300.4890516994152
1938001,-300.4798015875565
1940001,-300.471770834605
1942001,-300.4647738162447
1944001,-300.4572962649377
1946001,-300.4498800906674
1948001,-300.441316488218
1950001,-300.4323391925112
1952001,-300.4227601881126
1954001,-300.4150453338639
1956001,-300.4085718041694
1958001,-300.4023164166369
1960001,-300.3925804713958
1962001,-300.38526210177
1964001,-300.3741183918862
1966001,-300.3617629859434
1968001,-300.3503604635682
1970001,-300.3407323059548
1972001,-300.3285664204469
1974001,-300.3163026035338
1976001,-300.3048328989877
1978001,-300.2912177845474
1980001,-300.2770085718254
1982001,-300.2662805339185
1984001,-300.2528578798547
1986001,-300.2386382868139
1988001,-300.2250792695804
1990001,-300.2122741039415
1992001,-300.198168758925
1994001,-300.1854224356748
1996001,-300.1702275957996
1998001,-300.1543495022219
2000001,-300.1382683878973
2002001,-300.1237128048473
2004001,-300.1090407693141
2006001,-300.0955834180985
2008001,-300.0795162590464
2010001,-300.0621640155288
2012001,-300.0456383397676
2014001,-300.02783264095
2016001,-300.0104353288435
2018001,-299.9929028725745
2020001,-299.974851536291
2022001,-299.9588697593936
2024001,-299.9428226252121
2026001,-299.9293339870945
2028001,-299.9115152717735
2030001,-299.8937492356646
2032001,-299.8784230111085
2034001,-299.8618986968182
2036001,-299.8438212346599
2038001,-299.8256634409557
2040001,-299.8080006611303
2042001,-299.7907094473362
2044001,-299.7714478217262
2046001,-299.7511768231931
2048001,-299.7326308107517
2050001,-299.7128178320452
2052001,-299.6941802246056
2054001,-299.6745784370347
2056001,-299.6535248145449
2058001,-299.6315037097474
2060001,-299.6108174470891
2062001,-299.5916428007916
2064001,-299.5704863320015
2066001,-299.5496150904131
2068001,-299.5332830509767
2070001,-299.5165314711556
2072001,-299.4952758406555
2074001,-299.4759624351673
2076001,-299.4533224538998
2078001,-299.4307166414245
2080001,-299.4092213577915
2082001,-299.3849776554214
2084001,-299.3610059738216
2086001,-299.3378458965168
2088001,-299.3135646075729
2090001,-299.288482541229
2092001,-299.2635693343715
2094001,-299.2387028633914
2096001,-299.2148319493282
2098001,-299.1908173450497
2100001,-299.1654457902371
2102001,-299.1406732741808
2104001,-299.1166255201705
2106001,-299.0918889597083
2108001,-299.0671588030835
2110001,-299.0423212582982
2112001,-299.0161138441749
2114001,-298.9925698903306
2116001,-298.9671103090075
2118001,-298.9456253375522
2120001,-298.9236117576866
2122001,-298.8983662331179
2124001,-298.8735339102533
2126001,-298.8493009910798
2128001,-298.8222145148001
2130001,-298.796137777515
2132001,-298.7718199546663
2134001,-298.7460266910347
2136001,-298.7185489522659
2138001,-298.6910623034333
2140001,-298.6628831997962
2142001,-298.6340959444789
2144001,-298.6058799312019
2146001,-298.576656400229
2148001,-298.5475538270776
2150001,-298.5223394365022
2152001,-298.4954343261847
2154001,-298.4654264728448
2156001,-298.4365263399269
2158001,-298.4075514271467
2160001,-298.378497378593
2162001,-298.3495588657092
2164001,-298.3189146785037
2166001,-298.2901519406056
2168001,-298.2638250314551
2170001,-298.2389160820276
2172001,-298.2092309907358
2174001,-298.1795651147223
2176001,-298.1482707471628
2178001,-298.1193388708192
2180001,-298.0888726108333
2182001,-298.0578757750152
2184001,-298.0280473158814
2186001,-297.9955349076846
2188001,-297.9635662337188
2190001,-297.9345159355518
2192001,-297.9027011365076
2194001,-297.8697618178927
2196001,-297.8365551310702
2198001,-297.8041415429544
2200001,-297.7713318913544
2202001,-297.7378912251538
2204001,-297.7045090828767
2206001,-297.6713557099231
2208001,-297.6390365743953
2210001,-297.6062492017206
2212001,-297.5727459760691
2214001,-297.540247978958
2216001,-297.5088632248202
2218001,-297.4804036296774
2220001,-297.4468130559416
2222001,-297.4124874095452
2224001,-297.3799582220238
2226001,-297.3452140192023
2228001,-297.3104833525042
2230001,-297.277510782763
2232001,-297.2445040914096
2234001,-297.2105056704777
2236001,-297.1751091815378
2238001,-297.1392520254312
2240001,-297.1062835138838
2242001,-297.0744666050962
